"日期","收市","開市","高","低","成交量","更改%"
"2020年1月15日","97.60","98.70","98.70","97.45","10.26M","-1.01%"
"2020年1月14日","98.60","98.50","98.85","98.40","11.54M","0.61%"
"2020年1月13日","98.00","97.85","98.10","97.50","6.65M","0.72%"
"2020年1月10日","97.30","97.50","97.80","96.95","9.07M","0.36%"
"2020年1月9日","96.95","96.30","97.10","96.30","7.16M","1.36%"
"2020年1月8日","95.65","95.20","96.20","95.05","8.52M","-0.47%"
"2020年1月7日","96.10","96.45","96.70","95.40","6.33M","-0.31%"
"2020年1月6日","96.40","97.05","97.10","96.40","9.32M","-1.28%"
"2020年1月3日","97.65","98.30","98.70","97.00","6.81M","0.00%"
"2020年1月2日","97.65","97.05","98.00","97.05","4.88M","0.72%"
"2019年12月31日","96.95","97.10","97.20","96.95","4.30M","-0.87%"
"2019年12月30日","97.80","98.00","98.25","97.60","3.14M","-0.20%"
"2019年12月27日","98.00","97.60","98.15","97.60","2.98M","0.67%"
"2019年12月26日","97.35","97.55","97.55","97.10","3.10M","0.00%"
"2019年12月25日","97.35","97.20","97.45","97.05","1.79M","0.15%"
"2019年12月24日","97.20","97.30","97.45","97.20","1.41M","0.05%"
"2019年12月23日","97.15","97.00","97.30","96.95","3.42M","0.21%"
"2019年12月20日","96.95","97.55","97.55","96.70","3.35M","-0.72%"
"2019年12月19日","97.65","98.15","98.20","97.55","2.27M","-0.56%"
"2019年12月18日","98.20","98.00","98.30","97.80","3.76M","0.05%"
"2019年12月17日","98.15","96.75","98.15","96.70","4.70M","1.34%"
"2019年12月16日","96.85","96.95","97.05","96.65","4.48M","-0.05%"
"2019年12月13日","96.90","96.75","97.40","96.70","5.88M","1.10%"
"2019年12月12日","95.85","94.35","96.10","94.35","8.42M","2.24%"
"2019年12月11日","93.75","93.00","93.75","92.95","1.94M","0.81%"
"2019年12月10日","93.00","93.40","93.40","92.80","5.30M","-0.69%"
"2019年12月9日","93.65","93.20","93.80","93.20","2.91M","0.64%"
"2019年12月6日","93.05","93.30","93.50","92.75","3.39M","0.16%"
"2019年12月5日","92.90","92.35","93.00","92.20","3.44M","1.31%"
"2019年12月4日","91.70","91.85","91.90","91.40","2.31M","-0.38%"
"2019年12月3日","92.05","91.70","92.20","91.60","1.41M","0.00%"
"2019年12月2日","92.05","91.95","92.15","91.75","2.07M","0.60%"
"2019年11月29日","91.50","92.85","92.85","91.45","5.34M","-1.56%"
"2019年11月28日","92.95","93.25","93.25","92.80","1.35M","-0.27%"
"2019年11月27日","93.20","92.85","93.20","92.75","1.96M","0.38%"
"2019年11月26日","92.85","92.95","93.30","92.80","3.83M","0.27%"
"2019年11月25日","92.60","93.00","93.10","92.55","2.52M","0.05%"
"2019年11月22日","92.55","92.55","92.75","92.40","1.51M","0.05%"
"2019年11月21日","92.50","92.30","92.55","91.80","3.28M","-0.80%"
"2019年11月20日","93.25","93.60","93.60","93.10","7.95M","-0.37%"
"2019年11月19日","93.60","92.90","93.60","92.65","2.82M","0.75%"
"2019年11月18日","92.90","92.50","92.90","92.40","2.09M","0.65%"
"2019年11月15日","92.30","92.00","92.50","92.00","2.51M","0.98%"
"2019年11月14日","91.40","91.60","91.80","91.20","2.17M","-0.05%"
"2019年11月13日","91.45","91.55","91.65","91.05","1.94M","-0.60%"
"2019年11月12日","92.00","91.55","92.00","91.55","2.43M","0.93%"
"2019年11月11日","91.15","92.40","92.45","91.05","5.86M","-1.51%"
"2019年11月8日","92.55","93.00","93.05","92.40","2.89M","-0.32%"
"2019年11月7日","92.85","93.20","93.20","92.35","3.05M","-0.54%"
"2019年11月6日","93.35","92.95","93.35","92.75","4.49M","0.48%"
"2019年11月5日","92.90","92.40","92.90","92.35","3.97M","0.76%"
"2019年11月4日","92.20","90.55","92.25","90.55","6.73M","2.33%"
"2019年11月1日","90.10","90.00","90.20","89.75","2.81M","0.00%"
"2019年10月31日","90.10","89.90","90.60","89.90","9.46M","0.28%"
"2019年10月30日","89.85","89.45","89.85","89.30","5.38M","0.45%"
"2019年10月29日","89.45","89.50","89.65","89.35","7.41M","0.28%"
"2019年10月28日","89.20","89.25","89.30","89.00","5.01M","0.45%"
"2019年10月25日","88.80","89.20","89.20","88.60","7.97M","0.00%"
"2019年10月24日","88.80","88.70","88.80","88.50","2.58M","0.40%"
"2019年10月23日","88.45","88.70","88.80","88.30","2.58M","-0.28%"
"2019年10月22日","88.70","88.20","88.80","88.20","3.26M","0.97%"
"2019年10月21日","87.85","87.95","88.00","87.75","1.08M","-0.11%"
"2019年10月18日","87.95","88.15","88.65","87.90","2.82M","-0.23%"
"2019年10月17日","88.15","88.05","88.15","87.80","2.54M","0.06%"
"2019年10月16日","88.10","88.00","88.15","87.85","3.98M","0.46%"
"2019年10月15日","87.70","87.55","87.85","87.30","4.38M","0.17%"
"2019年10月14日","87.55","87.00","87.55","87.00","9.49M","2.04%"
"2019年10月9日","85.80","86.15","86.20","85.80","6.92M","-0.81%"
"2019年10月8日","86.50","85.85","86.60","85.85","12.20M","1.23%"
"2019年10月7日","85.45","85.40","85.65","85.20","4.14M","0.35%"
"2019年10月4日","85.15","85.20","85.40","84.75","3.75M","0.41%"
"2019年10月3日","84.80","84.40","85.10","84.30","4.87M","-0.99%"
"2019年10月2日","85.65","85.60","85.90","85.60","5.65M","-0.35%"
"2019年10月1日","85.95","84.80","86.00","84.80","9.12M","1.60%"
"2019年9月27日","84.60","84.90","85.20","84.50","8.88M","0.36%"
"2019年9月26日","84.30","84.45","84.70","84.15","5.19M","0.24%"
"2019年9月25日","84.10","84.35","84.35","83.90","3.93M","-0.65%"
"2019年9月24日","84.65","84.50","84.85","84.35","4.85M","0.18%"
"2019年9月23日","84.50","84.65","84.85","84.50","4.37M","-0.24%"
"2019年9月20日","84.70","84.65","84.90","84.65","8.23M","0.30%"
"2019年9月19日","84.45","84.95","85.15","84.40","7.78M","-0.59%"
"2019年9月18日","84.95","84.40","85.00","84.35","17.00M","0.83%"
"2019年9月17日","84.25","84.40","84.45","84.20","4.97M","-0.18%"
"2019年9月16日","84.40","84.00","84.45","83.95","10.93M","0.60%"
"2019年9月12日","83.90","84.10","84.25","83.75","9.28M","0.54%"
"2019年9月11日","83.45","83.75","83.90","83.30","4.75M","0.06%"
"2019年9月10日","83.40","83.95","83.95","83.20","5.17M","-0.48%"
"2019年9月9日","83.80","83.70","84.00","83.65","12.63M","0.36%"
"2019年9月6日","83.50","83.25","83.55","83.25","17.23M","0.60%"
"2019年9月5日","83.00","82.55","83.20","82.55","25.43M","1.03%"
"2019年9月4日","82.15","81.45","82.20","81.40","10.75M","1.17%"
"2019年9月3日","81.20","81.85","82.00","81.20","5.05M","-0.85%"
"2019年9月2日","81.90","81.80","82.00","81.65","6.46M","0.06%"
"2019年8月30日","81.85","81.15","81.90","81.15","19.37M","1.61%"
"2019年8月29日","80.55","80.45","80.60","80.00","3.23M","0.19%"
"2019年8月28日","80.40","80.10","80.55","80.10","3.32M","0.69%"
"2019年8月27日","79.85","80.15","80.20","79.75","2.54M","0.25%"
"2019年8月26日","79.65","79.80","80.10","79.60","12.29M","-1.67%"
"2019年8月23日","81.00","80.90","81.10","80.75","3.21M","0.12%"
"2019年8月22日","80.90","81.30","81.65","80.80","9.38M","-0.25%"
"2019年8月21日","81.10","80.95","81.15","80.90","6.09M","0.12%"
"2019年8月20日","81.00","80.85","81.10","80.80","4.18M","0.25%"
"2019年8月19日","80.80","80.75","80.90","80.30","6.48M","0.56%"
"2019年8月16日","80.35","79.45","80.35","79.25","6.16M","1.20%"
"2019年8月15日","79.40","79.20","79.60","79.10","15.97M","-1.12%"
"2019年8月14日","80.30","80.70","80.80","80.30","7.38M","0.75%"
"2019年8月13日","79.70","80.15","80.15","79.55","7.43M","-1.12%"
"2019年8月12日","80.60","80.65","80.85","80.15","3.17M","-0.06%"
"2019年8月8日","80.65","80.05","80.80","80.00","5.04M","1.19%"
"2019年8月7日","79.70","80.15","80.20","79.55","16.86M","-0.50%"
"2019年8月6日","80.10","78.65","80.45","78.50","24.90M","-0.06%"
"2019年8月5日","80.15","80.70","80.85","79.90","20.66M","-0.99%"
"2019年8月2日","80.95","81.05","81.20","80.60","16.85M","-1.64%"
"2019年8月1日","82.30","82.20","82.55","82.10","5.04M","-0.60%"
"2019年7月31日","82.80","83.15","83.15","82.45","3.12M","-0.48%"
"2019年7月30日","83.20","83.60","83.70","83.20","2.08M","-0.30%"
"2019年7月29日","83.45","83.10","83.45","83.05","3.04M","0.24%"
"2019年7月26日","83.25","83.40","83.40","83.20","3.13M","-0.66%"
"2019年7月25日","83.80","83.55","83.80","83.40","4.93M","0.30%"
"2019年7月24日","83.55","83.75","83.90","83.55","3.36M","-0.06%"
"2019年7月23日","83.60","83.60","83.90","83.50","5.90M","0.24%"
"2019年7月22日","83.40","83.10","83.50","83.10","8.37M","0.48%"
"2019年7月19日","83.00","83.00","83.45","83.00","9.78M","0.36%"
"2019年7月18日","82.70","82.60","82.95","82.60","7.54M","-0.12%"
"2019年7月17日","82.80","83.25","83.25","82.80","10.60M","-0.66%"
"2019年7月16日","83.35","83.20","83.45","83.15","5.50M","0.18%"
"2019年7月15日","83.20","82.85","83.35","82.25","9.34M","0.54%"
"2019年7月12日","82.75","82.85","83.00","82.70","2.97M","-0.12%"
"2019年7月11日","82.85","82.65","83.05","82.50","10.38M","0.79%"
"2019年7月10日","82.20","81.95","82.25","81.85","4.43M","0.86%"
"2019年7月9日","81.50","81.75","81.75","81.40","4.08M","-0.12%"
"2019年7月8日","81.60","81.80","82.00","81.40","3.86M","-0.37%"
"2019年7月5日","81.90","82.10","82.35","81.80","1.61M","-0.12%"
"2019年7月4日","82.00","81.80","82.20","81.80","5.78M","0.61%"
"2019年7月3日","81.50","82.35","82.35","81.35","8.62M","-1.15%"
"2019年7月2日","82.45","82.65","82.70","82.40","5.21M","-0.24%"
"2019年7月1日","82.65","82.05","82.80","82.05","13.77M","2.16%"
"2019年6月28日","80.90","81.45","81.55","80.85","3.94M","-0.74%"
"2019年6月27日","81.50","80.55","81.60","80.55","15.35M","1.43%"
"2019年6月26日","80.35","80.60","80.60","80.25","5.91M","-0.50%"
"2019年6月25日","80.75","81.15","81.40","80.60","7.94M","-0.55%"
"2019年6月24日","81.20","80.80","81.50","80.70","16.60M","0.43%"
"2019年6月21日","80.85","81.10","81.20","80.80","15.34M","0.00%"
"2019年6月20日","80.85","80.75","81.00","80.65","11.58M","0.12%"
"2019年6月19日","80.75","80.00","80.80","79.95","21.83M","2.34%"
"2019年6月18日","78.90","78.80","79.00","78.60","2.89M","0.25%"
"2019年6月17日","78.70","78.45","78.95","78.10","6.14M","-0.25%"
"2019年6月14日","78.90","79.00","79.15","78.80","3.16M","-0.19%"
"2019年6月13日","79.05","79.40","79.55","78.95","5.91M","-0.82%"
"2019年6月12日","79.70","79.40","79.80","79.25","9.26M","0.38%"
"2019年6月11日","79.40","79.20","79.80","79.05","10.62M","0.44%"
"2019年6月10日","79.05","78.65","79.05","78.35","7.67M","1.74%"
"2019年6月6日","77.70","77.70","77.85","77.45","7.46M","-0.77%"
"2019年6月5日","78.30","78.85","78.95","78.25","7.05M","0.32%"
"2019年6月4日","78.05","78.45","78.60","78.00","7.23M","-0.64%"
"2019年6月3日","78.55","78.20","78.65","77.65","6.02M","0.13%"
"2019年5月31日","78.45","77.35","78.45","77.30","7.57M","1.36%"
"2019年5月30日","77.40","76.75","77.50","76.75","7.66M","0.85%"
"2019年5月29日","76.75","76.50","76.80","76.30","9.66M","-0.45%"
"2019年5月28日","77.10","77.25","77.25","76.85","9.81M","-0.06%"
"2019年5月27日","77.15","77.50","77.50","76.85","11.54M","-0.26%"
"2019年5月24日","77.35","77.05","77.50","77.00","6.03M","0.52%"
"2019年5月23日","76.95","77.85","77.85","76.85","25.68M","-1.85%"
"2019年5月22日","78.40","78.20","78.65","78.10","10.56M","0.00%"
"2019年5月21日","78.40","78.00","78.45","77.70","19.81M","0.26%"
"2019年5月20日","78.20","78.50","78.80","78.15","14.30M","-0.06%"
"2019年5月17日","78.25","79.50","79.55","78.25","23.57M","-1.01%"
"2019年5月16日","79.05","79.50","79.60","79.00","17.10M","-0.88%"
"2019年5月15日","79.75","79.65","80.00","79.45","17.26M","0.13%"
"2019年5月14日","79.65","79.60","80.05","78.90","20.28M","-0.62%"
"2019年5月13日","80.15","81.10","81.10","80.10","18.68M","-1.66%"
"2019年5月10日","81.50","81.55","82.15","80.90","11.79M","-0.06%"
"2019年5月9日","81.55","82.15","82.20","81.25","6.92M","-1.21%"
"2019年5月8日","82.55","82.40","82.85","82.25","13.57M","-0.72%"
"2019年5月7日","83.15","82.65","83.30","82.65","14.01M","1.03%"
"2019年5月6日","82.30","82.60","82.60","82.05","7.46M","-1.73%"
"2019年5月3日","83.75","83.10","83.80","83.10","30.32M","0.90%"
"2019年5月2日","83.00","82.95","83.45","82.90","6.16M","0.24%"
"2019年4月30日","82.80","82.80","82.90","82.40","3.25M","0.00%"
"2019年4月29日","82.80","82.60","82.95","82.50","3.16M","0.42%"
"2019年4月26日","82.45","82.80","82.80","82.20","3.82M","-1.14%"
"2019年4月25日","83.40","83.10","83.45","83.00","3.53M","0.24%"
"2019年4月24日","83.20","83.40","83.55","82.90","3.11M","0.18%"
"2019年4月23日","83.05","82.70","83.20","82.55","6.01M","0.42%"
"2019年4月22日","82.70","83.00","83.10","82.65","2.87M","-0.12%"
"2019年4月19日","82.80","83.25","83.50","82.70","12.52M","0.12%"
"2019年4月18日","82.70","82.90","83.35","82.45","20.69M","-0.06%"
"2019年4月17日","82.75","82.30","82.90","82.30","23.10M","0.79%"
"2019年4月16日","82.10","81.85","82.15","81.80","7.77M","0.31%"
"2019年4月15日","81.85","81.65","82.00","81.55","7.68M","0.92%"
"2019年4月12日","81.10","81.15","81.30","81.00","7.50M","-0.06%"
"2019年4月11日","81.15","81.35","81.55","80.90","8.27M","-0.43%"
"2019年4月10日","81.50","81.10","81.55","81.10","10.86M","0.12%"
"2019年4月9日","81.40","80.95","81.40","80.85","15.27M","0.62%"
"2019年4月8日","80.90","80.80","81.00","80.70","7.99M","0.94%"
"2019年4月3日","80.15","80.40","80.45","79.95","6.87M","0.00%"
"2019年4月2日","80.15","80.10","80.45","80.10","5.61M","0.38%"
"2019年4月1日","79.85","80.00","80.40","79.60","11.05M","0.88%"
"2019年3月29日","79.15","78.70","79.15","78.25","5.68M","0.83%"
"2019年3月28日","78.50","78.30","78.60","78.15","3.42M","0.00%"
"2019年3月27日","78.50","78.45","78.70","78.20","2.56M","-0.19%"
"2019年3月26日","78.65","78.50","78.70","78.40","2.70M","0.64%"
"2019年3月25日","78.15","78.10","78.35","78.00","7.02M","-1.51%"
"2019年3月22日","79.35","79.50","79.70","79.05","6.93M","0.25%"
"2019年3月21日","79.15","78.80","79.15","78.65","11.34M","0.83%"
"2019年3月20日","78.50","78.35","78.55","78.20","11.86M","0.13%"
"2019年3月19日","78.40","78.10","78.40","77.85","8.60M","0.38%"
"2019年3月18日","78.10","77.75","78.10","77.65","12.22M","0.64%"
"2019年3月15日","77.60","77.35","77.70","77.15","11.48M","0.71%"
"2019年3月14日","77.05","77.30","77.40","76.95","5.21M","-0.06%"
"2019年3月13日","77.10","77.05","77.20","76.80","10.15M","-0.19%"
"2019年3月12日","77.25","76.85","77.45","76.80","13.86M","1.44%"
"2019年3月11日","76.15","75.85","76.15","75.70","4.64M","0.20%"
"2019年3月8日","76.00","76.20","76.35","75.80","9.98M","-0.85%"
"2019年3月7日","76.65","76.90","77.05","76.60","18.24M","-0.39%"
"2019年3月6日","76.95","76.85","77.05","76.75","19.58M","0.26%"
"2019年3月5日","76.75","76.60","76.90","76.45","9.40M","-0.26%"
"2019年3月4日","76.95","77.55","77.55","76.70","8.47M","-0.90%"
"2019年2月27日","77.65","77.70","77.70","77.35","12.91M","-0.06%"
"2019年2月26日","77.70","77.65","77.80","77.30","15.90M","0.26%"
"2019年2月25日","77.50","77.35","77.75","77.30","19.37M","0.71%"
"2019年2月22日","76.95","76.95","76.95","76.50","9.88M","-0.19%"
"2019年2月21日","77.10","76.40","77.10","76.40","18.66M","0.98%"
"2019年2月20日","76.35","75.90","76.50","75.90","34.31M","1.13%"
"2019年2月19日","75.50","75.70","75.70","75.50","2.86M","-0.20%"
"2019年2月18日","75.65","75.50","75.90","75.50","6.60M","0.80%"
"2019年2月15日","75.05","75.30","75.60","74.90","3.52M","-0.27%"
"2019年2月14日","75.25","75.50","75.75","75.25","3.64M","-0.33%"
"2019年2月13日","75.50","75.95","75.95","75.40","4.16M","-0.20%"
"2019年2月12日","75.65","75.35","75.75","75.35","6.16M","0.67%"
"2019年2月11日","75.15","75.35","75.65","74.85","6.61M","1.08%"
"2019年1月30日","74.35","74.50","74.65","74.20","5.26M","-0.20%"
"2019年1月29日","74.50","74.50","74.55","74.20","4.42M","-0.86%"
"2019年1月28日","75.15","75.15","75.45","75.05","3.83M","0.20%"
"2019年1月25日","75.00","74.60","75.10","74.55","7.32M","1.28%"
"2019年1月24日","74.05","73.95","74.15","73.75","3.50M","0.47%"
"2019年1月23日","73.70","74.00","74.00","73.65","6.41M","-0.47%"
"2019年1月22日","74.05","74.40","74.40","73.80","8.84M","-3.20%"
"2019年1月21日","76.50","76.35","76.70","76.25","10.25M","0.72%"
"2019年1月18日","75.95","75.75","76.10","75.40","8.29M","0.53%"
"2019年1月17日","75.55","75.60","75.90","75.15","10.02M","0.00%"
"2019年1月16日","75.55","75.65","75.70","75.35","15.34M","-0.13%"
"2019年1月15日","75.65","75.05","75.80","75.05","11.84M","0.87%"
"2019年1月14日","75.00","75.45","75.45","74.75","5.30M","-0.66%"
"2019年1月11日","75.50","75.30","75.75","75.15","10.36M","0.94%"
"2019年1月10日","74.80","74.80","74.90","74.50","2.82M","-0.27%"
"2019年1月9日","75.00","73.95","75.15","73.95","11.43M","1.83%"
"2019年1月8日","73.65","74.15","74.15","73.55","11.01M","-0.41%"
"2019年1月7日","73.95","73.55","74.05","73.25","14.61M","2.42%"
"2019年1月4日","72.20","72.80","72.80","72.00","21.29M","-1.57%"
"2019年1月3日","73.35","73.80","74.00","73.25","13.35M","-0.95%"
"2019年1月2日","74.05","75.85","75.90","73.95","8.53M","-1.92%"
"2018年12月28日","75.50","75.10","75.50","74.85","4.63M","0.60%"
"2018年12月27日","75.05","74.80","75.15","74.50","9.62M","2.04%"
"2018年12月26日","73.55","74.00","74.30","73.50","8.92M","-0.27%"
"2018年12月25日","73.75","74.15","74.15","73.30","12.07M","-1.27%"
"2018年12月24日","74.70","74.85","75.00","74.55","5.95M","-0.66%"
"2018年12月21日","75.20","74.95","75.25","74.45","8.48M","0.20%"
"2018年12月20日","75.05","75.00","75.55","75.00","9.56M","-1.12%"
"2018年12月19日","75.90","75.50","75.95","75.35","4.50M","0.80%"
"2018年12月18日","75.30","75.50","75.55","75.05","7.67M","-0.86%"
"2018年12月17日","75.95","75.35","76.05","75.15","5.65M","0.80%"
"2018年12月14日","75.35","75.80","75.80","74.95","8.78M","-1.25%"
"2018年12月13日","76.30","76.20","76.50","75.95","6.25M","0.13%"
"2018年12月12日","76.20","75.65","76.25","75.40","8.68M","1.53%"
"2018年12月11日","75.05","74.50","75.10","74.45","5.32M","0.81%"
"2018年12月10日","74.45","74.50","74.90","74.45","13.01M","-1.33%"
"2018年12月7日","75.45","75.60","75.75","75.30","6.78M","0.47%"
"2018年12月6日","75.10","75.85","75.85","74.85","20.35M","-2.02%"
"2018年12月5日","76.65","77.10","77.20","76.65","9.64M","-2.04%"
"2018年12月4日","78.25","78.50","78.50","78.10","4.12M","-0.70%"
"2018年12月3日","78.80","77.85","79.00","77.80","13.85M","2.67%"
"2018年11月30日","76.75","77.20","77.35","76.75","4.21M","-0.39%"
"2018年11月29日","77.05","77.70","77.95","77.05","8.88M","0.20%"
"2018年11月28日","76.90","76.15","76.95","75.75","7.55M","1.12%"
"2018年11月27日","76.05","75.95","76.05","75.20","7.63M","-0.13%"
"2018年11月26日","76.15","75.90","76.95","75.75","6.33M","1.06%"
"2018年11月23日","75.35","75.70","75.85","75.05","4.04M","-0.33%"
"2018年11月22日","75.60","76.10","76.25","75.60","5.93M","-0.53%"
"2018年11月21日","76.00","75.30","76.05","74.85","15.13M","0.00%"
"2018年11月20日","76.00","76.40","76.50","75.75","8.63M","-0.91%"
"2018年11月19日","76.70","77.05","77.15","76.60","7.06M","-0.32%"
"2018年11月16日","76.95","77.95","77.95","76.85","8.88M","-0.84%"
"2018年11月15日","77.60","77.50","77.65","76.75","5.69M","0.32%"
"2018年11月14日","77.35","77.25","77.40","77.00","6.29M","0.32%"
"2018年11月13日","77.10","76.15","77.25","75.70","10.71M","-1.15%"
"2018年11月12日","78.00","77.75","78.30","77.55","6.13M","0.26%"
"2018年11月9日","77.80","78.50","78.50","77.65","36.85M","-1.33%"
"2018年11月8日","78.85","79.15","79.40","78.50","10.31M","0.57%"
"2018年11月7日","78.40","78.20","78.55","78.05","6.19M","0.51%"
"2018年11月6日","78.00","78.45","78.50","77.75","6.21M","-0.32%"
"2018年11月5日","78.25","78.10","78.25","77.60","4.66M","-0.51%"
"2018年11月2日","78.65","78.40","78.80","78.00","6.72M","0.32%"
"2018年11月1日","78.40","77.85","78.45","77.55","6.81M","1.10%"
"2018年10月31日","77.55","76.60","77.55","76.60","9.90M","2.11%"
"2018年10月30日","75.95","75.80","76.25","75.50","6.12M","0.26%"
"2018年10月29日","75.75","75.85","76.10","75.35","9.88M","0.46%"
"2018年10月26日","75.40","76.25","76.45","74.50","17.78M","-0.13%"
"2018年10月25日","75.50","75.50","76.20","75.30","28.94M","-2.45%"
"2018年10月24日","77.40","77.80","77.95","76.70","13.00M","-0.45%"
"2018年10月23日","77.75","78.10","78.60","77.70","24.90M","-1.83%"
"2018年10月22日","79.20","78.35","79.55","78.00","12.45M","-0.13%"
"2018年10月19日","79.30","78.20","79.30","78.00","12.06M","0.19%"
"2018年10月18日","79.15","79.50","79.75","78.95","7.99M","-0.31%"
"2018年10月17日","79.40","80.45","80.50","79.35","20.31M","0.13%"
"2018年10月16日","79.30","79.00","79.50","78.60","16.69M","0.13%"
"2018年10月15日","79.20","79.50","79.50","78.65","49.30M","-1.06%"
"2018年10月12日","80.05","77.70","80.05","77.50","23.18M","3.42%"
"2018年10月11日","77.40","80.15","80.15","77.35","68.55M","-7.03%"
"2018年10月9日","83.25","83.05","83.40","82.80","20.53M","0.30%"
"2018年10月8日","83.00","82.95","83.40","82.50","46.52M","-0.54%"
"2018年10月5日","83.45","84.50","84.50","83.00","26.74M","-1.71%"
"2018年10月4日","84.90","85.70","85.70","84.80","9.74M","-1.22%"
"2018年10月3日","85.95","86.05","86.30","85.80","4.37M","-0.12%"
"2018年10月2日","86.05","87.25","87.25","86.00","5.43M","-1.49%"
"2018年10月1日","87.35","86.90","87.40","86.90","5.91M","0.52%"
"2018年9月28日","86.90","87.35","87.65","86.60","13.20M","-0.52%"
"2018年9月27日","87.35","86.60","87.45","86.60","27.80M","0.52%"
"2018年9月26日","86.90","86.90","87.00","86.75","8.04M","-0.23%"
"2018年9月25日","87.10","86.65","87.15","86.60","7.51M","0.29%"
"2018年9月21日","86.85","86.25","86.85","85.90","7.37M","1.11%"
"2018年9月20日","85.90","86.45","86.55","85.80","4.16M","-0.29%"
"2018年9月19日","86.15","85.80","86.30","85.70","6.88M","0.88%"
"2018年9月18日","85.40","85.60","85.70","85.20","6.14M","-0.52%"
"2018年9月17日","85.85","86.50","86.50","85.70","8.99M","-0.75%"
"2018年9月14日","86.50","85.75","86.50","85.60","8.62M","1.82%"
"2018年9月13日","84.95","85.80","85.80","84.90","21.00M","-0.70%"
"2018年9月12日","85.55","85.85","85.90","85.25","18.58M","-0.12%"
"2018年9月11日","85.65","85.95","86.00","85.40","19.53M","-0.41%"
"2018年9月10日","86.00","86.60","86.60","85.65","5.32M","-0.46%"
"2018年9月7日","86.40","86.20","86.45","86.00","2.51M","-0.12%"
"2018年9月6日","86.50","86.90","86.90","86.20","1.95M","-0.57%"
"2018年9月5日","87.00","87.00","87.30","86.70","2.50M","0.00%"
"2018年9月4日","87.00","86.80","87.00","86.45","2.36M","0.64%"
"2018年9月3日","86.45","86.95","87.20","86.40","3.67M","-0.58%"
"2018年8月31日","86.95","87.00","87.00","86.45","4.25M","-0.69%"
"2018年8月30日","87.55","87.80","88.35","87.45","9.89M","0.34%"
"2018年8月29日","87.25","86.45","87.35","86.45","13.38M","1.16%"
"2018年8月28日","86.25","85.95","86.40","85.95","8.29M","0.82%"
"2018年8月27日","85.55","85.00","85.55","85.00","5.03M","0.88%"
"2018年8月24日","84.80","85.00","85.10","84.45","2.55M","-0.29%"
"2018年8月23日","85.05","84.80","85.20","84.60","3.87M","0.47%"
"2018年8月22日","84.65","84.70","84.85","84.35","3.55M","0.12%"
"2018年8月21日","84.55","83.90","84.65","83.90","5.02M","0.71%"
"2018年8月20日","83.95","83.90","84.10","83.70","3.15M","0.36%"
"2018年8月17日","83.65","83.95","84.15","83.60","4.64M","-0.18%"
"2018年8月16日","83.80","83.25","84.10","83.05","4.53M","0.06%"
"2018年8月15日","83.75","84.50","84.50","83.45","4.28M","-0.95%"
"2018年8月14日","84.55","84.40","84.60","84.05","2.24M","0.71%"
"2018年8月13日","83.95","85.05","85.05","83.65","7.28M","-2.04%"
"2018年8月10日","85.70","85.70","86.15","85.65","1.28M","-0.52%"
"2018年8月9日","86.15","86.10","86.25","85.70","1.63M","0.00%"
"2018年8月8日","86.15","85.80","86.40","85.80","4.07M","0.76%"
"2018年8月7日","85.50","85.70","85.80","85.40","1.20M","-0.23%"
"2018年8月6日","85.70","85.55","86.10","85.35","2.42M","0.18%"
"2018年8月3日","85.55","85.40","85.70","85.35","1.23M","0.82%"
"2018年8月2日","84.85","86.10","86.15","84.85","4.77M","-1.51%"
"2018年8月1日","86.15","85.80","86.20","85.80","4.01M","0.70%"
"2018年7月31日","85.55","85.35","85.70","85.05","2.74M","0.00%"
"2018年7月30日","85.55","85.65","85.90","85.40","3.23M","-0.18%"
"2018年7月27日","85.70","85.10","85.75","85.10","5.95M","0.82%"
"2018年7月26日","85.00","84.75","85.25","84.75","8.47M","0.29%"
"2018年7月25日","84.75","84.05","84.85","84.05","6.35M","0.06%"
"2018年7月24日","84.70","84.45","84.70","84.15","5.12M","0.18%"
"2018年7月23日","84.55","84.30","84.75","83.85","8.50M","-0.12%"
"2018年7月20日","84.65","84.00","84.70","84.00","18.40M","1.62%"
"2018年7月19日","83.30","83.10","83.80","83.05","13.22M","0.30%"
"2018年7月18日","83.05","83.15","83.50","82.95","13.17M","0.61%"
"2018年7月17日","82.55","82.85","82.85","82.40","2.99M","-0.54%"
"2018年7月16日","83.00","83.30","83.45","83.00","5.33M","-0.42%"
"2018年7月13日","83.35","83.00","83.40","82.80","13.66M","0.85%"
"2018年7月12日","82.65","81.60","82.65","81.50","6.88M","1.16%"
"2018年7月11日","81.70","81.70","81.90","81.30","3.90M","-0.91%"
"2018年7月10日","82.45","82.65","82.80","82.35","4.91M","0.24%"
"2018年7月9日","82.25","81.75","82.45","81.55","9.04M","1.61%"
"2018年7月6日","80.95","81.10","81.15","80.20","5.35M","0.25%"
"2018年7月5日","80.75","81.45","81.45","80.60","3.12M","-0.80%"
"2018年7月4日","81.40","81.15","81.60","81.10","1.75M","0.31%"
"2018年7月3日","81.15","81.30","81.95","80.60","5.02M","0.12%"
"2018年7月2日","81.05","81.50","81.90","81.00","4.18M","-0.49%"
"2018年6月29日","81.45","80.30","81.55","80.20","6.58M","1.75%"
"2018年6月28日","80.05","80.05","80.40","79.80","12.06M","-0.44%"
"2018年6月27日","80.40","80.75","80.90","80.30","8.31M","-0.37%"
